"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:0E9EB5aAXwaRjPB0gj2umx","Shamanic Dreams","spotify:artist:61xti2hdFj53b8yFZFFoH0","Relaxing Music Oasis","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","23","211584","https://p.scdn.co/mp3-preview/e65449a986f5f9c4ff158b9b9a5c496052eb85e9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:34Z","0.175","0.0201","0","-28.171","1","0.0407","0.987","0.945","0.0826","0.0337","79.923","5"
"spotify:track:0SFfGCFagFbD9GHlDbxbGw","Never Forget About the Past","spotify:artist:2h6L0VqIEGqlslzLLXxKIT","Asian Flute Music Oasis","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","24","245588","https://p.scdn.co/mp3-preview/7b43a58fbabab082fb51d3b2c371cf6ef0a61f36?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:34Z","0.228","0.0211","3","-29.212","0","0.0402","0.995","0.978","0.11","0.086","69.241","3"
"spotify:track:7yi9me6a3aKjQnLrVFDc3m","Spiritual India","spotify:artist:7IgLHADCmO8pOUAqR9kTo3","Oriental Music Zone","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","25","246159","https://p.scdn.co/mp3-preview/b91ced8efa951613caf3d94a1f704bb52ca1b822?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:35Z","0.109","0.0446","1","-20.664","1","0.0397","0.972","0.273","0.0798","0.0366","62.694","3"
"spotify:track:2kcPjxhGSVnhvC80TvQE1u","Mantra Stress Killer","spotify:artist:2G16MzQBiLndfDhH1bs6UX","Calming Music Sanctuary","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","26","216461","https://p.scdn.co/mp3-preview/b6712abc48bf4bb5e9c70d6a7a03b5f688e64d21?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:35Z","0.235","0.195","2","-24.749","0","0.0406","0.89","0.979","0.153","0.121","106.438","4"
"spotify:track:2sEdh46vQXVt8XZhLMlosG","Chakra Stress Relief","spotify:artist:61xti2hdFj53b8yFZFFoH0","Relaxing Music Oasis","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","27","240428","https://p.scdn.co/mp3-preview/700490a530cc281a461b9c5ce2b055cb5590558a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:35Z","0.253","0.109","5","-19.206","1","0.0367","0.986","0.576","0.0958","0.0942","101.838","3"
"spotify:track:0YIiBCu2uVxRCBwlPMr640","Spiritual Connection, Reiki Zen","spotify:artist:2h6L0VqIEGqlslzLLXxKIT","Asian Flute Music Oasis","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","28","205804","https://p.scdn.co/mp3-preview/ecab703b351c9b5b7ff3c5df4b19a1616d9cf685?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:35Z","0.191","0.012","7","-32.452","1","0.0474","0.983","0.935","0.0736","0.0431","69.775","5"
"spotify:track:6dkUmSNC55udp0f25IXFGz","Massage, Healthy Body","spotify:artist:7IgLHADCmO8pOUAqR9kTo3","Oriental Music Zone","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","29","205804","https://p.scdn.co/mp3-preview/82757e593d47029cf0354cf665b156090ab97046?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:36Z","0.271","0.195","5","-25.013","1","0.655","0.362","0.868","0.0936","0.0674","186.565","4"
"spotify:track:6rQCFQ9YVZ51x56NoDvtEK","State of Trance, Power and Vitality","spotify:artist:2G16MzQBiLndfDhH1bs6UX","Calming Music Sanctuary","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","30","728327","https://p.scdn.co/mp3-preview/f02107c5a41d1c38856b1899077013d569ced3fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:36Z","0.258","0.0811","4","-24.931","0","0.0348","0.968","0.937","0.113","0.142","105.012","4"
"spotify:track:4s2l1gSCGgJFhUhxtFNI3Z","Oriental Traditional Sounds","spotify:artist:61xti2hdFj53b8yFZFFoH0","Relaxing Music Oasis","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","3","234000","https://p.scdn.co/mp3-preview/116a0bc125b7ab83fa0ed542be2909faceaa622e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:39Z","0.16","0.0253","2","-27.438","1","0.0432","0.988","0.98","0.0749","0.065","71.801","4"
"spotify:track:2pH1FfXx3iDSZNPgxcgqVp","Indian Meditation","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","2","232533","https://p.scdn.co/mp3-preview/efa7d0e0c1b955e512ab0e2ba9e1329ed2e5f3dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:57Z","0.164","0.139","1","-17.18","0","0.038","0.981","0.589","0.0822","0.0509","79.655","4"
"spotify:episode:5Krsp55kY3goGGqkBV26ej","15 Minute Super Deep Meditation Music: Relax Mind Body, Inner Peace, Relaxing Music  ","spotify:show:1dKiVyh2JEe4KrPKrvm3aB","Mediation","spotify:show:1dKiVyh2JEe4KrPKrvm3aB","Mediation","spotify:show:1dKiVyh2JEe4KrPKrvm3aB","Mediation","","https://i.scdn.co/image/698b78f04cca0c2af50e23aa97301dcb1efb550a","0","0","900925","https://p.scdn.co/mp3-preview/50b0c7107eb181aeb1425fbefa7e211bff2d223a","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:35:59Z","","","","","","","","","","","",""
"spotify:track:5N20Svi3vKIKCU0qkUYpPM","Soothing Music","spotify:artist:6u043tWJ7p1iyeZpvsuf7U","Tombi Bombai","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","5","311506","https://p.scdn.co/mp3-preview/a9ff05d25378f54271d8c0639305c097ff97da3d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:05Z","0.154","0.144","1","-19.976","0","0.0369","0.709","0.73","0.0953","0.0871","180.672","4"
"spotify:track:1x7CVkargUlPWw8eHHFT4K","New Day","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","6","339626","https://p.scdn.co/mp3-preview/761410ed00d66f8fa960f1eb522b032842ecd8a2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:06Z","0.251","0.0695","5","-21.413","1","0.0412","0.986","0.959","0.0943","0.24","74.079","4"
"spotify:track:549lu5WKAVIysGEVTKmu4V","Passages","spotify:artist:3n4SArIZP1tHxxgkNsbbBS","Lilac Storm","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","7","306373","https://p.scdn.co/mp3-preview/c42d23b16dafab60b695165e5f364a95ed7f3c34?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:06Z","0.377","0.243","7","-16.438","1","0.0405","0.776","0.737","0.0954","0.104","141.975","4"
"spotify:track:0r3NA7lpwE7DDzxg7IUZnL","Touch Of Serenity","spotify:artist:3n4SArIZP1tHxxgkNsbbBS","Lilac Storm","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","8","234026","https://p.scdn.co/mp3-preview/c6519eb078cf20823fc49afb64eadd4d39ebb959?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:07Z","0.123","0.46","9","-19.768","0","0.0811","0.805","0.903","0.281","0.139","169.086","4"
"spotify:track:7qhkktBXQAlMMum6ZqepaQ","My Own Potential","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","9","309000","https://p.scdn.co/mp3-preview/76e53c3100bff3959d1526f1e73a8d1b0a2efeb7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:07Z","0.272","0.156","5","-21.353","1","0.0411","0.946","0.923","0.109","0.0385","113.238","4"
"spotify:track:6fR3EvMFxJVwgwQA5ygNBM","Bath","spotify:artist:6u043tWJ7p1iyeZpvsuf7U","Tombi Bombai","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","10","266813","https://p.scdn.co/mp3-preview/958ad23e4f7cdec2a18bdc8599f5f51231a4c44c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:07Z","0.194","0.0857","11","-22.164","0","0.0489","0.959","0.902","0.0986","0.0781","159.818","4"
"spotify:track:1gxGIfpDwzqrbDH23N5047","Everyday Spirituality","spotify:artist:6u043tWJ7p1iyeZpvsuf7U","Tombi Bombai","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","11","272000","https://p.scdn.co/mp3-preview/5cbfdfe71101185b58c6fbfabd642d2cd2aea49e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:07Z","0.415","0.276","4","-16.408","0","0.0366","0.836","0.0518","0.0728","0.161","92.024","4"
"spotify:track:7ve7rdTlVAf4zV9dQ3bt4B","Meaning Of Life","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","12","241400","https://p.scdn.co/mp3-preview/ca34287e2e8813982c790fb07fabe05ed2a92929?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:08Z","0.274","0.0709","6","-22.021","1","0.042","0.975","0.965","0.109","0.036","70.779","4"
"spotify:track:37yCTuk0FQ3NsRlp0Cnkaf","Visiting Angels","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","3","322920","https://p.scdn.co/mp3-preview/b22b029fe8543f68ee744c86826851a06765ce61?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:12Z","0.317","0.178","7","-17.671","1","0.0313","0.916","0.773","0.0968","0.035","94.995","4"
"spotify:track:6Cnpb3o7XSn1TOdFxVsMAc","Deep Evasion","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","4","253266","https://p.scdn.co/mp3-preview/0430062139e906e59894bcd935a3c89d2493b479?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:14Z","0.193","0.284","3","-14.82","1","0.0345","0.98","0.938","0.0947","0.0319","94.012","4"
"spotify:track:2pH1FfXx3iDSZNPgxcgqVp","Indian Meditation","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","2","232533","https://p.scdn.co/mp3-preview/efa7d0e0c1b955e512ab0e2ba9e1329ed2e5f3dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:15Z","0.164","0.139","1","-17.18","0","0.038","0.981","0.589","0.0822","0.0509","79.655","4"
"spotify:track:4DY9Qiszb5y9g52fDceRLB","Indians (Meditation Music)","spotify:artist:7xiJ4QtTaKGdTsbLEf2knG","Flute Relaxation","spotify:album:6vJSYkpgytFKj3nyM2FGIp","Native American Flutes Relaxation Vol. 1 – Chill Out Spirit for Spa & Wellness","spotify:artist:7xiJ4QtTaKGdTsbLEf2knG","Flute Relaxation","2014-12-17","https://i.scdn.co/image/ab67616d0000b2732693feb0fc2778d379902252","1","5","375442","https://p.scdn.co/mp3-preview/e1bd617508c6b7cf63d1648e6ce051aa579c1af9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:38Z","0.139","0.0863","10","-26.616","1","0.046","0.995","0.855","0.0943","0.0397","80.256","4"
"spotify:track:5WVfkAGba0PcnE7OTarTn7","Indian Meditation Music, Shamanic Flute","spotify:artist:7IgLHADCmO8pOUAqR9kTo3","Oriental Music Zone","spotify:album:3twGvs09bBbcGk5cEBf0Mc","Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-08-21","https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac","1","1","234146","https://p.scdn.co/mp3-preview/5387fc0bd17c4e5805cbb7c99786191edf9bcc83?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:39Z","0.0904","0.194","4","-25.37","0","0.0509","0.881","0.97","0.11","0.158","78.99","4"
"spotify:track:2pH1FfXx3iDSZNPgxcgqVp","Indian Meditation","spotify:artist:1I7vjcdPb1t4QOv67ejO3h","Daniel Moon","spotify:album:4GmKHj6MfNVtgnDI29EcrE","Indian Meditation Spirit","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2010-02-08","https://i.scdn.co/image/ab67616d0000b273c5b35d7f525a52a2e9d6a666","1","2","232533","https://p.scdn.co/mp3-preview/efa7d0e0c1b955e512ab0e2ba9e1329ed2e5f3dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:39Z","0.164","0.139","1","-17.18","0","0.038","0.981","0.589","0.0822","0.0509","79.655","4"
"spotify:track:1ycfHOXNHyzgC52Gf5Pkvn","Indian Flute","spotify:artist:66K6bDotWhnNf557BCkfIH","Nu Meditation Music","spotify:album:2ygYSIMkHOlfRb9ysUAIsU","Indian Flute","spotify:artist:66K6bDotWhnNf557BCkfIH","Nu Meditation Music","2018-04-23","https://i.scdn.co/image/ab67616d0000b27361f380e8d2f9f937ed1103fd","1","1","248546","https://p.scdn.co/mp3-preview/255041e96b873096e1b7a2f47463fb398862e8ee?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:36:41Z","0.178","0.0627","9","-18.528","1","0.0386","0.963","0.73","0.105","0.0402","133.605","3"
"spotify:episode:5rB1a0iGzutsvmKb89JsRe","Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","","https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf","0","0","10811717","https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:37:57Z","","","","","","","","","","","",""
"spotify:episode:5rB1a0iGzutsvmKb89JsRe","Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","","https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf","0","0","10811717","https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:37:58Z","","","","","","","","","","","",""
"spotify:episode:5rB1a0iGzutsvmKb89JsRe","Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","","https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf","0","0","10811717","https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:37:59Z","","","","","","","","","","","",""
"spotify:episode:07yAoOUjUjbrvP0qenStta","Meditative lord krishna flute music for positive Energy , Relaxing body and mind,meditation,yoga","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","","https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf","0","0","3690346","https://p.scdn.co/mp3-preview/c23f8c78391c54c88d9046e21953cca46fa093a6","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:38:00Z","","","","","","","","","","","",""
"spotify:episode:6aoC3vN5D50AQjEMaBQqLd","Relaxing Yoga Music ● Jungle Song ● Morning Relax Meditation, Indian Flute Music for Yoga, Healing","spotify:show:64ijNYNNSIzrNFEcXwB6YL","Relaxing music ","spotify:show:64ijNYNNSIzrNFEcXwB6YL","Relaxing music ","spotify:show:64ijNYNNSIzrNFEcXwB6YL","Relaxing music ","","https://i.scdn.co/image/ab6765630000ba8aeed95194007c1ea152762392","0","0","2460408","https://p.scdn.co/mp3-preview/ea25e31cb7954361bfd8b3fda9de2c372814e4d1","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:38:02Z","","","","","","","","","","","",""
"spotify:episode:0loJRAO0PDAnK4AIdCJBWK","Beautiful Calming Music For Meditation And Healing","spotify:show:2hRIciAAriUDVrvhi0NypS","Meditation Life Skills Podcast","spotify:show:2hRIciAAriUDVrvhi0NypS","Meditation Life Skills Podcast","spotify:show:2hRIciAAriUDVrvhi0NypS","Meditation Life Skills Podcast","","https://i.scdn.co/image/ab6765630000ba8a51c87f90615ff4761d86219c","0","0","3608555","https://p.scdn.co/mp3-preview/4d8f7f1abdb9022159cd3f74f40f05ae0b97ac33","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:38:03Z","","","","","","","","","","","",""
"spotify:episode:6woGmcr5A67MkTa1uG4sdV","Indian Flute Music For Deep Meditation, Relaxation ,Inner Peace, Yoga And Spa","spotify:show:3Rn9QKtVmHhAIYBYGOEW6v","Prana Relaxation And Meditation Music","spotify:show:3Rn9QKtVmHhAIYBYGOEW6v","Prana Relaxation And Meditation Music","spotify:show:3Rn9QKtVmHhAIYBYGOEW6v","Prana Relaxation And Meditation Music","","https://i.scdn.co/image/ab6765630000ba8abb94cfa610ee576b569eab4b","0","0","2827050","https://p.scdn.co/mp3-preview/4c05cdcba09931803b19aa3b8a8c95a7620d4326","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:38:04Z","","","","","","","","","","","",""
"spotify:episode:5rB1a0iGzutsvmKb89JsRe","Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","","https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf","0","0","10811717","https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:38:10Z","","","","","","","","","","","",""
"spotify:episode:5rB1a0iGzutsvmKb89JsRe","Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","spotify:show:4O9ewm6rHndbj2AiagZiUG","MEDITATION SELF","","https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf","0","0","10811717","https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:38:11Z","","","","","","","","","","","",""
"spotify:episode:6woGmcr5A67MkTa1uG4sdV","Indian Flute Music For Deep Meditation, Relaxation ,Inner Peace, Yoga And Spa","spotify:show:3Rn9QKtVmHhAIYBYGOEW6v","Prana Relaxation And Meditation Music","spotify:show:3Rn9QKtVmHhAIYBYGOEW6v","Prana Relaxation And Meditation Music","spotify:show:3Rn9QKtVmHhAIYBYGOEW6v","Prana Relaxation And Meditation Music","","https://i.scdn.co/image/ab6765630000ba8abb94cfa610ee576b569eab4b","0","0","2827050","https://p.scdn.co/mp3-preview/4c05cdcba09931803b19aa3b8a8c95a7620d4326","false","0","spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi","2022-02-15T08:38:13Z","","","","","","","","","","","",""
